source_id,type_of_water_source,number_of_people_served,priority_status
AmBe11103224,well,334,HIGH (Requires Pollution Check)
AmBe11104224,tap_in_home_broken,438,CRITICAL
AmBe11105224,well,206,HIGH (Requires Pollution Check)
AmBe11106224,tap_in_home_broken,602,CRITICAL
AmBe11107224,shared_tap,252,STANDARD
AmBe11108224,well,274,HIGH (Requires Pollution Check)
AmBe11109224,tap_in_home_broken,650,CRITICAL
AmBe11110224,tap_in_home,874,STANDARD
AmBe11111224,well,366,HIGH (Requires Pollution Check)
AmBe11112224,tap_in_home,354,STANDARD
AmBe11113224,tap_in_home,840,STANDARD
AmBe11114224,tap_in_home,782,STANDARD
AmBe11115224,shared_tap,2180,STANDARD
AmBe11116224,tap_in_home,456,STANDARD
AmBe11117224,well,282,HIGH (Requires Pollution Check)
AmBe11118224,shared_tap,2478,STANDARD
AmBe11119224,tap_in_home_broken,964,CRITICAL
AmBe11120224,tap_in_home,866,STANDARD
AmBe11121224,shared_tap,376,STANDARD
AmBe11122224,tap_in_home,476,STANDARD
AmBe11123224,tap_in_home_broken,852,CRITICAL
AmBe11124224,tap_in_home_broken,458,CRITICAL
AmBe11125224,shared_tap,3308,STANDARD
AmBe11126224,tap_in_home,516,STANDARD
AmBe11127224,shared_tap,3444,STANDARD
AmBe11128224,tap_in_home,894,STANDARD
AmBe11129224,tap_in_home_broken,574,CRITICAL
AmBe11130224,tap_in_home,752,STANDARD
AmBe11131224,well,210,HIGH (Requires Pollution Check)
AmBe11132224,well,350,HIGH (Requires Pollution Check)
AmBe11133224,well,162,HIGH (Requires Pollution Check)
AmBe11134224,shared_tap,3072,STANDARD
AmBe11135224,tap_in_home,932,STANDARD
AmBe11136224,tap_in_home_broken,570,CRITICAL
AmBe11137224,tap_in_home_broken,340,CRITICAL
AmBe11138224,tap_in_home,344,STANDARD
AmBe11139224,well,202,HIGH (Requires Pollution Check)
AmBe11140224,well,366,HIGH (Requires Pollution Check)
AmBe11141224,shared_tap,1572,STANDARD
AmBe11142224,well,240,HIGH (Requires Pollution Check)
AmBe11143224,tap_in_home_broken,790,CRITICAL
AmBe11144224,tap_in_home_broken,524,CRITICAL
AmBe11145224,tap_in_home_broken,782,CRITICAL
AmBe11146224,tap_in_home_broken,624,CRITICAL
AmBe11147224,shared_tap,1430,STANDARD
AmBe11148224,tap_in_home_broken,970,CRITICAL
AmBe11149224,shared_tap,3042,STANDARD
AmBe11150224,river,818,CRITICAL
AmBe11151224,well,192,HIGH (Requires Pollution Check)
AmBe11152224,shared_tap,1744,STANDARD
AmBe11153224,well,180,HIGH (Requires Pollution Check)
AmBe11154224,shared_tap,616,STANDARD
AmBe11155224,well,380,HIGH (Requires Pollution Check)
AmBe11156224,tap_in_home_broken,494,CRITICAL
AmBe11157224,well,226,HIGH (Requires Pollution Check)
AmBe11158224,well,390,HIGH (Requires Pollution Check)
AmBe11159224,shared_tap,2930,STANDARD
AmBe11160224,tap_in_home_broken,814,CRITICAL
AmBe11161224,shared_tap,2768,STANDARD
AmBe11162224,tap_in_home_broken,336,CRITICAL
AmBe11163224,tap_in_home_broken,454,CRITICAL
AmBe11164224,shared_tap,2984,STANDARD
AmBe11165224,tap_in_home_broken,366,CRITICAL
AmBe11166224,shared_tap,944,STANDARD
AmBe11167224,tap_in_home,322,STANDARD
AmBe11168224,tap_in_home,388,STANDARD
AmBe11169224,tap_in_home,742,STANDARD
AmBe11170224,tap_in_home,464,STANDARD
AmBe11171224,tap_in_home_broken,598,CRITICAL
AmBe11172224,shared_tap,2850,STANDARD
AmBe11173224,well,306,HIGH (Requires Pollution Check)
AmBe11174224,tap_in_home,700,STANDARD
AmBe11175224,shared_tap,3370,STANDARD
AmBe11176224,tap_in_home,394,STANDARD
AmBe11177224,tap_in_home,966,STANDARD
AmBe11178224,tap_in_home,434,STANDARD
AmBe11179224,tap_in_home_broken,710,CRITICAL
AmBe11180224,river,820,CRITICAL
AmBe11181224,tap_in_home_broken,758,CRITICAL
AmBe11182224,tap_in_home,796,STANDARD
AmBe11183224,tap_in_home,964,STANDARD
AmBe11184224,shared_tap,3398,STANDARD
AmBe11185224,shared_tap,3102,STANDARD
AmBe11186224,well,382,HIGH (Requires Pollution Check)
AmBe11187224,tap_in_home_broken,922,CRITICAL
AmBe11188224,tap_in_home,828,STANDARD
AmBe11189224,tap_in_home_broken,630,CRITICAL
AmBe11190224,tap_in_home,804,STANDARD
AmBe11191224,well,318,HIGH (Requires Pollution Check)
AmBe11192224,shared_tap,2934,STANDARD
AmBe11193224,well,288,HIGH (Requires Pollution Check)
AmBe11194224,well,286,HIGH (Requires Pollution Check)
AmBe11195224,shared_tap,2576,STANDARD
AmBe11196224,tap_in_home,650,STANDARD
AmBe11197224,shared_tap,1272,STANDARD
AmBe11198224,tap_in_home,596,STANDARD
AmBe11199224,tap_in_home_broken,562,CRITICAL
AmBe11200224,tap_in_home_broken,806,CRITICAL
AmBe11201224,tap_in_home_broken,854,CRITICAL
AmBe11202224,tap_in_home_broken,346,CRITICAL
AmBe11203224,tap_in_home_broken,792,CRITICAL
AmBe11204224,tap_in_home_broken,344,CRITICAL
AmBe11205224,tap_in_home_broken,508,CRITICAL
AmBe11206224,tap_in_home,738,STANDARD
AmBe11207224,tap_in_home_broken,666,CRITICAL
AmBe11208224,tap_in_home,706,STANDARD
AmBe11209224,shared_tap,2048,STANDARD
AmBe11210224,shared_tap,1592,STANDARD
AmBe11211224,tap_in_home_broken,532,CRITICAL
AmBe11212224,tap_in_home_broken,840,CRITICAL
AmBe11213224,tap_in_home,856,STANDARD
AmBe11214224,tap_in_home,964,STANDARD
AmBe11215224,river,468,CRITICAL
AmBe11216224,tap_in_home_broken,534,CRITICAL
AmBe11217224,tap_in_home,398,STANDARD
AmBe11218224,tap_in_home_broken,790,CRITICAL
AmBe11219224,tap_in_home,734,STANDARD
AmBe11220224,river,642,CRITICAL
AmBe11221224,tap_in_home,454,STANDARD
AmBe11222224,tap_in_home,854,STANDARD
AmBe11223224,tap_in_home_broken,394,CRITICAL
AmBe11224224,well,286,HIGH (Requires Pollution Check)
AmBe11225224,tap_in_home_broken,532,CRITICAL
AmBe11226224,tap_in_home,384,STANDARD
AmBe11227224,tap_in_home,322,STANDARD
AmBe11228224,tap_in_home,620,STANDARD
AmBe11229224,shared_tap,278,STANDARD
AmBe11230224,shared_tap,2516,STANDARD
AmBe11231224,tap_in_home_broken,452,CRITICAL
AmBe11232224,tap_in_home,682,STANDARD
AmBe11233224,tap_in_home,606,STANDARD
AmBe11234224,well,392,HIGH (Requires Pollution Check)
AmBe11235224,tap_in_home_broken,480,CRITICAL
AmBe11236224,shared_tap,3310,STANDARD
AmBe11237224,shared_tap,1418,STANDARD
AmBe11238224,tap_in_home_broken,956,CRITICAL
AmBe11239224,well,312,HIGH (Requires Pollution Check)
AmBe11240224,shared_tap,2898,STANDARD
AmBe11241224,tap_in_home_broken,874,CRITICAL
AmBe11242224,tap_in_home_broken,438,CRITICAL
AmBe11243224,tap_in_home,926,STANDARD
AmBe11244224,shared_tap,2582,STANDARD
AmBe11245224,tap_in_home,396,STANDARD
AmBe11246224,tap_in_home_broken,432,CRITICAL
AmBe11247224,tap_in_home_broken,492,CRITICAL
AmBe11248224,tap_in_home_broken,376,CRITICAL
AmBe11249224,tap_in_home,740,STANDARD
AmBe11250224,tap_in_home,466,STANDARD
AmBe11251224,tap_in_home_broken,974,CRITICAL
AmBe11252224,tap_in_home,478,STANDARD
AmBe11253224,tap_in_home,548,STANDARD
AmBe11254224,well,376,HIGH (Requires Pollution Check)
AmBe11255224,tap_in_home,768,STANDARD
AmBe11256224,tap_in_home_broken,614,CRITICAL
AmBe11257224,shared_tap,432,STANDARD
AmBe11258224,shared_tap,3412,STANDARD
AmBe11259224,well,376,HIGH (Requires Pollution Check)
AmBe11260224,tap_in_home_broken,426,CRITICAL
AmBe11261224,tap_in_home_broken,478,CRITICAL
AmBe11262224,tap_in_home,338,STANDARD
AmBe11263224,tap_in_home_broken,402,CRITICAL
AmBe11264224,tap_in_home,548,STANDARD
AmBe11265224,tap_in_home,516,STANDARD
AmBe11266224,tap_in_home_broken,734,CRITICAL
AmBe11267224,well,224,HIGH (Requires Pollution Check)
AmBe11268224,tap_in_home,716,STANDARD
AmBe11269224,tap_in_home_broken,800,CRITICAL
AmBe11270224,tap_in_home,942,STANDARD
AmBe11271224,tap_in_home_broken,302,CRITICAL
AmBe11272224,shared_tap,354,STANDARD
AmBe11273224,shared_tap,3250,STANDARD
AmBe11274224,shared_tap,540,STANDARD
AmBe11275224,shared_tap,3984,STANDARD
AmBe11276224,tap_in_home,744,STANDARD
AmBe11277224,tap_in_home_broken,472,CRITICAL
AmBe11278224,tap_in_home_broken,914,CRITICAL
AmBe11279224,tap_in_home,938,STANDARD
AmBe11280224,tap_in_home_broken,306,CRITICAL
AmBe11281224,tap_in_home,730,STANDARD
AmBe11282224,tap_in_home_broken,652,CRITICAL
AmBe11283224,tap_in_home,536,STANDARD
AmBe11284224,tap_in_home,832,STANDARD
AmBe11285224,tap_in_home_broken,394,CRITICAL
AmBe11286224,tap_in_home_broken,682,CRITICAL
AmBe11287224,tap_in_home_broken,664,CRITICAL
AmBe11288224,well,170,HIGH (Requires Pollution Check)
AmBe11289224,tap_in_home_broken,776,CRITICAL
AmBe11290224,tap_in_home,450,STANDARD
AmBe11291224,shared_tap,2390,STANDARD
AmBe11292224,shared_tap,1102,STANDARD
AmBe11293224,tap_in_home_broken,934,CRITICAL
AmBe11294224,tap_in_home,560,STANDARD
AmBe11295224,tap_in_home_broken,628,CRITICAL
AmBe11296224,shared_tap,1938,STANDARD
AmBe11297224,shared_tap,3654,STANDARD
AmBe11298224,well,300,HIGH (Requires Pollution Check)
AmBe11299224,shared_tap,1820,STANDARD
AmBe11300224,tap_in_home,498,STANDARD
AmBe11301224,tap_in_home,350,STANDARD
AmBe11302224,tap_in_home_broken,618,CRITICAL
AmBe11303224,tap_in_home,642,STANDARD
AmBe11304224,tap_in_home,704,STANDARD
AmBe11305224,well,304,HIGH (Requires Pollution Check)
AmBe11306224,tap_in_home_broken,880,CRITICAL
AmBe11307224,shared_tap,3264,STANDARD
AmBe11308224,shared_tap,1350,STANDARD
AmBe11309224,tap_in_home_broken,504,CRITICAL
AmBe11310224,shared_tap,316,STANDARD
AmBe11311224,tap_in_home,788,STANDARD
AmBe11312224,tap_in_home,550,STANDARD
AmBe11313224,river,478,CRITICAL
AmBe11314224,tap_in_home,580,STANDARD
AmBe11315224,river,490,CRITICAL
AmBe11316224,tap_in_home,824,STANDARD
AmBe11317224,tap_in_home_broken,936,CRITICAL
AmBe11318224,well,170,HIGH (Requires Pollution Check)
AmBe11319224,tap_in_home,938,STANDARD
AmBe11320224,tap_in_home_broken,536,CRITICAL
AmBe11321224,shared_tap,1140,STANDARD
AmBe11322224,tap_in_home_broken,666,CRITICAL
AmBe11323224,shared_tap,1920,STANDARD
AmBe11324224,river,956,CRITICAL
AmBe11325224,shared_tap,1376,STANDARD
AmBe11326224,tap_in_home_broken,574,CRITICAL
AmBe11327224,tap_in_home_broken,792,CRITICAL
AmBe11328224,tap_in_home_broken,648,CRITICAL
AmBe11329224,tap_in_home_broken,574,CRITICAL
AmBe11330224,tap_in_home_broken,504,CRITICAL
AmBe11331224,tap_in_home,584,STANDARD
AmBe11332224,tap_in_home_broken,514,CRITICAL
AmBe11333224,tap_in_home,570,STANDARD
AmBe11334224,shared_tap,1670,STANDARD
AmBe11335224,tap_in_home_broken,752,CRITICAL
AmBe11336224,tap_in_home_broken,896,CRITICAL
AmBe11337224,shared_tap,3716,STANDARD
AmBe11338224,tap_in_home,494,STANDARD
AmBe11339224,shared_tap,2594,STANDARD
AmDa11340224,tap_in_home,302,STANDARD
AmDa11341224,tap_in_home,426,STANDARD
AmDa11342224,tap_in_home,920,STANDARD
AmDa11343224,well,238,HIGH (Requires Pollution Check)
AmDa11344224,tap_in_home,570,STANDARD
AmDa11345224,tap_in_home,608,STANDARD
AmDa11346224,tap_in_home,694,STANDARD
AmDa11347224,tap_in_home,644,STANDARD
AmDa11348224,tap_in_home,878,STANDARD
AmDa11349224,tap_in_home,932,STANDARD
AmDa11350224,shared_tap,2706,STANDARD
AmDa11351224,tap_in_home,614,STANDARD
AmDa11352224,well,364,HIGH (Requires Pollution Check)
AmDa11353224,tap_in_home,392,STANDARD
AmDa11354224,tap_in_home,808,STANDARD
AmDa11355224,tap_in_home,382,STANDARD
AmDa11356224,tap_in_home,714,STANDARD
AmDa11357224,well,212,HIGH (Requires Pollution Check)
AmDa11358224,tap_in_home_broken,734,CRITICAL
AmDa11359224,tap_in_home,492,STANDARD
AmDa11360224,tap_in_home,792,STANDARD
AmDa11361224,tap_in_home,728,STANDARD
AmDa11362224,tap_in_home,506,STANDARD
AmDa11363224,tap_in_home,842,STANDARD
AmDa11364224,shared_tap,2846,STANDARD
AmDa11365224,shared_tap,1372,STANDARD
AmDa11366224,shared_tap,3830,STANDARD
AmDa11367224,tap_in_home,820,STANDARD
AmDa11368224,river,432,CRITICAL
AmDa11369224,shared_tap,3324,STANDARD
AmDa11370224,tap_in_home,930,STANDARD
AmDa11371224,tap_in_home,930,STANDARD
AmDa11372224,tap_in_home,990,STANDARD
AmDa11373224,shared_tap,972,STANDARD
AmDa11374224,shared_tap,680,STANDARD
AmDa11375224,tap_in_home,854,STANDARD
AmDa11376224,tap_in_home,322,STANDARD
AmDa11377224,well,258,HIGH (Requires Pollution Check)
AmDa11378224,shared_tap,2512,STANDARD
AmDa11379224,shared_tap,3380,STANDARD
AmDa11380224,tap_in_home,708,STANDARD
AmDa11381224,tap_in_home,624,STANDARD
AmDa11382224,well,214,HIGH (Requires Pollution Check)
AmDa11383224,tap_in_home,726,STANDARD
AmDa11384224,tap_in_home,378,STANDARD
AmDa11385224,tap_in_home,700,STANDARD
AmDa11386224,tap_in_home,594,STANDARD
AmDa11387224,tap_in_home,386,STANDARD
AmDa11388224,tap_in_home,872,STANDARD
AmDa11389224,well,264,HIGH (Requires Pollution Check)
AmDa11390224,tap_in_home_broken,520,CRITICAL
AmDa11391224,tap_in_home,662,STANDARD
AmDa11392224,tap_in_home,722,STANDARD
AmDa11393224,shared_tap,976,STANDARD
AmDa11394224,tap_in_home,418,STANDARD
AmDa11395224,well,340,HIGH (Requires Pollution Check)
AmDa11396224,tap_in_home,464,STANDARD
AmDa11397224,tap_in_home,866,STANDARD
AmDa11398224,tap_in_home,658,STANDARD
AmDa11399224,well,382,HIGH (Requires Pollution Check)
AmDa11400224,shared_tap,414,STANDARD
AmDa11401224,tap_in_home,608,STANDARD
AmDa11402224,tap_in_home,494,STANDARD
AmDa11403224,tap_in_home,376,STANDARD
AmDa11404224,tap_in_home,858,STANDARD
AmDa11405224,tap_in_home,570,STANDARD
AmDa11406224,tap_in_home,666,STANDARD
AmDa11407224,well,202,HIGH (Requires Pollution Check)
AmDa11408224,tap_in_home,862,STANDARD
AmDa11409224,tap_in_home,842,STANDARD
AmDa11410224,tap_in_home,754,STANDARD
AmDa11411224,tap_in_home,482,STANDARD
AmDa11412224,shared_tap,2052,STANDARD
AmDa11413224,well,274,HIGH (Requires Pollution Check)
AmDa11414224,shared_tap,2918,STANDARD
AmDa11415224,shared_tap,498,STANDARD
AmDa11416224,tap_in_home,844,STANDARD
AmDa11417224,well,310,HIGH (Requires Pollution Check)
AmDa11418224,tap_in_home,894,STANDARD
AmDa11419224,tap_in_home,378,STANDARD
AmDa11420224,tap_in_home,680,STANDARD
AmDa11421224,tap_in_home,684,STANDARD
AmDa11422224,tap_in_home,506,STANDARD
AmDa11423224,tap_in_home,474,STANDARD
AmDa11424224,tap_in_home,672,STANDARD
AmDa11425224,tap_in_home,822,STANDARD
AmDa11426224,tap_in_home,420,STANDARD
AmDa11427224,river,746,CRITICAL
AmDa11428224,tap_in_home,310,STANDARD
AmDa11429224,river,666,CRITICAL
AmDa11430224,tap_in_home,926,STANDARD
AmDa11431224,shared_tap,3026,STANDARD
AmDa11432224,tap_in_home,666,STANDARD
AmDa11433224,tap_in_home,880,STANDARD
AmDa11434224,tap_in_home,816,STANDARD
AmDa11435224,tap_in_home,338,STANDARD
AmDa11436224,well,174,HIGH (Requires Pollution Check)
AmDa11437224,tap_in_home,618,STANDARD
AmDa11438224,tap_in_home,508,STANDARD
AmDa11439224,tap_in_home,448,STANDARD
AmDa11440224,well,292,HIGH (Requires Pollution Check)
AmDa11441224,tap_in_home,648,STANDARD
AmDa11442224,tap_in_home,558,STANDARD
AmDa11443224,well,262,HIGH (Requires Pollution Check)
AmDa11444224,tap_in_home,710,STANDARD
AmDa11445224,tap_in_home,590,STANDARD
AmDa11446224,tap_in_home,834,STANDARD
AmDa11447224,well,168,HIGH (Requires Pollution Check)
AmDa11448224,tap_in_home,390,STANDARD
AmDa11449224,shared_tap,804,STANDARD
AmDa11450224,well,294,HIGH (Requires Pollution Check)
AmDa11451224,tap_in_home,738,STANDARD
AmDa11452224,tap_in_home,732,STANDARD
AmDa11453224,shared_tap,3816,STANDARD
AmDa11454224,shared_tap,2022,STANDARD
AmDa11455224,tap_in_home,850,STANDARD
AmDa11456224,tap_in_home,698,STANDARD
AmDa11457224,tap_in_home,660,STANDARD
AmDa11458224,tap_in_home,948,STANDARD
AmDa11459224,tap_in_home,600,STANDARD
AmDa11460224,tap_in_home,740,STANDARD
AmDa11461224,tap_in_home,692,STANDARD
AmDa11462224,well,316,HIGH (Requires Pollution Check)
AmDa11463224,tap_in_home,940,STANDARD
AmDa11464224,tap_in_home,710,STANDARD
AmDa11465224,tap_in_home,550,STANDARD
AmDa11466224,well,378,HIGH (Requires Pollution Check)
AmDa11467224,tap_in_home,578,STANDARD
AmDa11468224,shared_tap,736,STANDARD
AmDa11469224,shared_tap,2896,STANDARD
AmDa11470224,tap_in_home,756,STANDARD
AmDa11471224,tap_in_home,926,STANDARD
AmDa11472224,shared_tap,1696,STANDARD
AmDa11473224,tap_in_home,488,STANDARD
AmDa11474224,shared_tap,2700,STANDARD
AmDa11475224,tap_in_home,580,STANDARD
AmDa11476224,tap_in_home,554,STANDARD
AmDa11477224,tap_in_home,848,STANDARD
AmDa11478224,well,250,HIGH (Requires Pollution Check)
AmDa11479224,tap_in_home,444,STANDARD
AmDa11480224,tap_in_home,946,STANDARD
AmDa11481224,tap_in_home,538,STANDARD
AmDa11482224,well,342,HIGH (Requires Pollution Check)
AmDa11483224,tap_in_home,716,STANDARD
AmDa11484224,shared_tap,1798,STANDARD
AmDa11485224,tap_in_home,782,STANDARD
AmDa11486224,shared_tap,1862,STANDARD
AmDa11487224,tap_in_home,998,STANDARD
AmDa11488224,tap_in_home,812,STANDARD
AmDa11489224,tap_in_home,612,STANDARD
AmDa11490224,tap_in_home,680,STANDARD
AmDa11491224,tap_in_home,796,STANDARD
AmDa11492224,tap_in_home,454,STANDARD
AmDa11493224,tap_in_home,826,STANDARD
AmDa11494224,river,798,CRITICAL
AmDa11495224,tap_in_home,540,STANDARD
AmDa11496224,shared_tap,1722,STANDARD
AmDa11497224,tap_in_home,310,STANDARD
AmDa11498224,tap_in_home,596,STANDARD
AmDa11499224,tap_in_home,748,STANDARD
AmDa11500224,tap_in_home,526,STANDARD
AmDa11501224,tap_in_home,962,STANDARD
AmDa11502224,tap_in_home,362,STANDARD
AmDa11503224,shared_tap,466,STANDARD
AmDa11504224,tap_in_home,894,STANDARD
AmDa11505224,tap_in_home,706,STANDARD
AmDa11506224,tap_in_home,420,STANDARD
AmDa11507224,tap_in_home,318,STANDARD
AmDa11508224,tap_in_home,504,STANDARD
AmDa11509224,tap_in_home_broken,418,CRITICAL
AmDa11510224,shared_tap,1996,STANDARD
AmDa11511224,tap_in_home,530,STANDARD
AmDa11512224,tap_in_home,702,STANDARD
AmDa11513224,tap_in_home,318,STANDARD
AmDa11514224,tap_in_home,978,STANDARD
AmDa11515224,tap_in_home,904,STANDARD
AmDa11516224,tap_in_home,574,STANDARD
AmDa11517224,tap_in_home,780,STANDARD
AmDa11518224,well,314,HIGH (Requires Pollution Check)
AmDa11519224,tap_in_home,962,STANDARD
AmDa11520224,river,466,CRITICAL
AmDa11521224,tap_in_home,432,STANDARD
AmDa11522224,well,298,HIGH (Requires Pollution Check)
AmDa11523224,tap_in_home,362,STANDARD
AmDa11524224,tap_in_home,728,STANDARD
AmDa11525224,shared_tap,3452,STANDARD
AmDa11526224,tap_in_home,382,STANDARD
AmDa11527224,tap_in_home,892,STANDARD
AmDa11528224,tap_in_home,338,STANDARD
AmDa11529224,shared_tap,1954,STANDARD
AmDa11530224,tap_in_home,472,STANDARD
AmDa11531224,well,318,HIGH (Requires Pollution Check)
AmDa11532224,tap_in_home,904,STANDARD
AmDa11533224,tap_in_home,832,STANDARD
AmDa11534224,tap_in_home,774,STANDARD
AmDa11535224,tap_in_home,714,STANDARD
AmDa11536224,shared_tap,3758,STANDARD
AmDa11537224,tap_in_home,696,STANDARD
AmDa11538224,shared_tap,350,STANDARD
AmDa11539224,tap_in_home,470,STANDARD
AmDa11540224,tap_in_home,376,STANDARD
AmDa11541224,tap_in_home,828,STANDARD
AmDa11542224,tap_in_home,428,STANDARD
AmDa11543224,well,256,HIGH (Requires Pollution Check)
AmDa11544224,tap_in_home,796,STANDARD
AmDa11545224,tap_in_home,490,STANDARD
AmDa11546224,tap_in_home,774,STANDARD
AmDa11547224,tap_in_home,798,STANDARD
AmDa11548224,river,746,CRITICAL
AmDa11549224,tap_in_home,312,STANDARD
AmDa11550224,tap_in_home,900,STANDARD
AmDa11551224,tap_in_home,564,STANDARD
AmDa11552224,tap_in_home,444,STANDARD
AmDa11553224,tap_in_home,486,STANDARD
AmDa11554224,shared_tap,242,STANDARD
AmDa11555224,tap_in_home,908,STANDARD
AmDa11556224,well,388,HIGH (Requires Pollution Check)
AmDa11557224,tap_in_home,978,STANDARD
AmDa11558224,tap_in_home,766,STANDARD
AmDa11559224,tap_in_home,736,STANDARD
AmDa11560224,tap_in_home_broken,534,CRITICAL
AmDa11561224,tap_in_home,792,STANDARD
AmDa11562224,tap_in_home,978,STANDARD
AmDa11563224,well,324,HIGH (Requires Pollution Check)
AmDa11564224,tap_in_home,496,STANDARD
AmDa11565224,tap_in_home,582,STANDARD
AmDa11566224,shared_tap,2266,STANDARD
AmDa11567224,tap_in_home,908,STANDARD
AmDa11568224,shared_tap,3114,STANDARD
AmDa11569224,shared_tap,2806,STANDARD
AmDa11570224,tap_in_home,716,STANDARD
AmDa11571224,tap_in_home,900,STANDARD
AmDa11572224,tap_in_home,818,STANDARD
AmDa11573224,tap_in_home,396,STANDARD
AmDa11574224,well,256,HIGH (Requires Pollution Check)
AmDa11575224,tap_in_home,502,STANDARD
AmDa11576224,tap_in_home,358,STANDARD
AmDa11577224,tap_in_home,646,STANDARD
AmDa11578224,tap_in_home,898,STANDARD
AmDa11579224,shared_tap,3902,STANDARD
AmDa11580224,tap_in_home,950,STANDARD
AmDa11581224,tap_in_home,666,STANDARD
AmDa11582224,tap_in_home,930,STANDARD
AmDa11583224,well,244,HIGH (Requires Pollution Check)
AmDa11584224,tap_in_home,938,STANDARD
AmDa11585224,tap_in_home,934,STANDARD
AmDa11586224,tap_in_home,740,STANDARD
AmDa11587224,tap_in_home,732,STANDARD
AmDa11588224,tap_in_home,350,STANDARD
AmDa11589224,tap_in_home,430,STANDARD
AmDa11590224,shared_tap,374,STANDARD
AmDa11591224,tap_in_home,394,STANDARD
AmDa11592224,tap_in_home,566,STANDARD
AmDa11593224,tap_in_home,820,STANDARD
AmDa11594224,shared_tap,1236,STANDARD
AmDa11595224,tap_in_home,800,STANDARD
AmDa11596224,well,234,HIGH (Requires Pollution Check)
AmDa11597224,river,770,CRITICAL
AmDa11598224,tap_in_home,794,STANDARD
AmDa11599224,well,182,HIGH (Requires Pollution Check)
AmDa11600224,tap_in_home,580,STANDARD
AmDa11601224,tap_in_home,486,STANDARD
AmDa11602224,tap_in_home,956,STANDARD
AmDa11603224,shared_tap,3114,STANDARD
AmDa11604224,tap_in_home,638,STANDARD
AmDa11605224,tap_in_home,608,STANDARD
AmDa11606224,tap_in_home,714,STANDARD
AmDa11607224,tap_in_home,354,STANDARD
AmDa11608224,tap_in_home,302,STANDARD
AmDa11609224,tap_in_home,766,STANDARD
AmDa11610224,tap_in_home,628,STANDARD
AmDa11611224,well,250,HIGH (Requires Pollution Check)
AmDa11612224,tap_in_home,738,STANDARD
AmDa11613224,tap_in_home,600,STANDARD
AmDa11614224,tap_in_home,438,STANDARD
AmDa11615224,tap_in_home,398,STANDARD
AmDa11616224,tap_in_home,450,STANDARD
AmDa11617224,tap_in_home,474,STANDARD
AmDa11618224,tap_in_home,944,STANDARD
AmDa11619224,tap_in_home,336,STANDARD
AmDa11620224,tap_in_home,460,STANDARD
AmDa11621224,river,944,CRITICAL
AmDa11622224,shared_tap,2268,STANDARD
AmDa11623224,tap_in_home,698,STANDARD
AmDa11624224,tap_in_home,738,STANDARD
AmDa11625224,tap_in_home,786,STANDARD
AmDa11626224,tap_in_home,840,STANDARD
