project_id,source_id,address,town,province,source_type,improvement,source_status,date_of_completion,comments
4367,AmRu13542224,138 Casablanca Street,Rural,Amanzi,well,Install UV and RO filter,Backlog,,
4368,KiRu25245224,46 Mwanza Street,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
4369,KiZu31012224,10 Yaounde Street,Zuri,Kilimani,river,Drill well,Backlog,,
4370,KiRu29455224,23 Bahari Nyeupe Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4371,SoMa34056224,106 Yaya Tour̩ Lane,Majengo,Sokoto,well,Install UV and RO filter,Backlog,,
4372,KiZu30689224,109 Banjul Street,Zuri,Kilimani,shared_tap,Install 2 taps nearby,Backlog,,
4373,AkHa00010224,28 Addis Ababa Road,Harare,Akatsi,well,Install RO filter,Backlog,,
4374,AmRu14078224,43 Senghor Way,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4375,HaAm16021224,146 Garang Street,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
4376,AkRu07630224,91 Mto Wa Furaha Road,Rural,Akatsi,shared_tap,Install 2 taps nearby,Backlog,,
4377,AkRu06070224,140 Simba Road,Rural,Akatsi,well,Install RO filter,Backlog,,
4378,AmBe11160224,56 Mbuzi Mbeki Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4379,SoKo33243224,2 Njovu Biko Drive,Kofi,Sokoto,well,Install UV and RO filter,Backlog,,
4380,KiMr24368224,15 Pretoria Avenue,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
4381,AmPw12509224,18 Jengo Street,Pwani,Amanzi,shared_tap,Install 8 taps nearby,Backlog,,
4382,SoRu36969224,149 Ellen Johnson Sirleaf Street,Rural,Sokoto,shared_tap,Install 6 taps nearby,Backlog,,
4383,KiRu27152224,148 Maseru Road,Rural,Kilimani,well,Install RO filter,Backlog,,
4384,SoRu35852224,63 Mombasa Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
4385,AkRu05985224,22 Simba Road,Rural,Akatsi,shared_tap,Install 5 taps nearby,Backlog,,
4386,KiRu26038224,14 Zambezi Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
4387,HaRu19207224,107 Kiboko Nkrumah Lane,Rural,Hawassa,shared_tap,Install 6 taps nearby,Backlog,,
4388,KiHa23247224,192 Port Said Street,Harare,Kilimani,well,Install RO filter,Backlog,,
4389,HaRu17631224,18 Constantine Road,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
4390,HaRu17560224,8 Constantine Road,Rural,Hawassa,shared_tap,Install 6 taps nearby,Backlog,,
4391,HaRu19994224,97 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4392,SoBa31809224,173 Chura Usman Street,Bahari,Sokoto,well,Install RO filter,Backlog,,
4393,AkHa00677224,148 Yvonne Chaka Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4394,SoRu36880224,96 Ellen Johnson Sirleaf Street,Rural,Sokoto,river,Drill well,Backlog,,
4395,AkRu03366224,59 Savanna Street,Rural,Akatsi,shared_tap,Install 7 taps nearby,Backlog,,
4396,AkRu08100224,88 Pwani Ya Utukufu Road,Rural,Akatsi,well,Install RO filter,Backlog,,
4397,AmDa11522224,57 Johannesburg Street,Dahabu,Amanzi,well,Install RO filter,Backlog,,
4398,KiHa23013224,109 Bujumbura Street,Harare,Kilimani,well,Install RO filter,Backlog,,
4399,SoRu35726224,68 Moroni Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4400,KiRu25816224,192 Acacia Lane,Rural,Kilimani,shared_tap,Install 3 taps nearby,Backlog,,
4401,SoRu38914224,18 Asimbonanga Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
4402,KiRu29892224,101 Special Star Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4403,SoRu38231224,38 Mto Wa Uzima Street,Rural,Sokoto,shared_tap,Install 8 taps nearby,Backlog,,
4404,AkRu03958224,5 Haile Selassie Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
4405,KiRu28506224,62 Sungura Amanpour Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4406,KiRu26823224,91 N'Djamena Road,Rural,Kilimani,well,Install RO filter,Backlog,,
4407,HaRu17748224,141 Tunis Road,Rural,Hawassa,well,Install RO filter,Backlog,,
4408,AmAm09558224,146 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4409,HaRu18784224,51 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4410,KiZu31055224,141 Yaounde Street,Zuri,Kilimani,well,Install UV and RO filter,Backlog,,
4411,AkRu06725224,23 Mbuni Nyerere Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
4412,HaRu18303224,35 Bamako Avenue,Rural,Hawassa,well,Install RO filter,Backlog,,
4413,KiRu29976224,100 Special Star Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4414,HaRu18996224,57 Winnie Mandela Street,Rural,Hawassa,shared_tap,Install 2 taps nearby,Backlog,,
4415,HaRu18211224,37 Tripoli Terrace,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
4416,KiRu30320224,37 Kinshasa Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4417,SoRu36065224,122 Seychelles Street,Rural,Sokoto,river,Drill well,Backlog,,
4418,SoRu38522224,17 Pwani Ya Joto Road,Rural,Sokoto,river,Drill well,Backlog,,
4419,HaRu17403224,43 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4420,KiZu31415224,28 Mto Wa Maji Avenue,Zuri,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
4421,KiRu27177224,57 Maseru Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4422,KiRu29849224,39 Soweto Blues Boulevard,Rural,Kilimani,river,Drill well,Backlog,,
4423,KiMr24757224,43 Ziwa La Amani Drive,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
4424,AkRu04153224,182 Victoria Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4425,HaRu19568224,119 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4426,KiRu30414224,49 Kinshasa Road,Rural,Kilimani,well,Install RO filter,Backlog,,
4427,AkLu01860224,56 Lilongwe Street,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4428,AkRu04518224,82 Antananarivo Road,Rural,Akatsi,well,Install RO filter,Backlog,,
4429,SoIl32854224,114 Cape Verde Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
4430,SoIl32755224,100 Bahari Tamu Road,Ilanga,Sokoto,well,Install UV and RO filter,Backlog,,
4431,SoRu37678224,36 Tausi Lumumba Avenue,Rural,Sokoto,river,Drill well,Backlog,,
4432,AmRu13818224,57 Benghazi Boulevard,Rural,Amanzi,well,Install UV and RO filter,Backlog,,
4433,KiRu26755224,66 N'Djamena Road,Rural,Kilimani,well,Install RO filter,Backlog,,
4434,AkRu07359224,199 Ukingo Wa Jua Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4435,SoRu36025224,196 Seychelles Street,Rural,Sokoto,river,Drill well,Backlog,,
4436,AkHa00418224,157 Oliver Tambo Street,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
4437,SoRu35392224,29 Nile Street,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4438,KiRu26797224,22 N'Djamena Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4439,HaRu18328224,57 Bamako Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4440,AkRu05705224,34 Ramaphosa Road,Rural,Akatsi,well,Install RO filter,Backlog,,
4441,AmPw12323224,156 Jengo Street,Pwani,Amanzi,river,Drill well,Backlog,,
4442,AkRu08034224,12 Milima Nyeusi Drive,Rural,Akatsi,shared_tap,Install 2 taps nearby,Backlog,,
4443,KiRu27497224,12 Soyinka Boulevard,Rural,Kilimani,river,Drill well,Backlog,,
4444,AkRu07554224,147 Mto Wa Furaha Road,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
4445,AkRu03726224,32 Lumumba Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4446,AkLu01838224,131 Lilongwe Street,Lusaka,Akatsi,shared_tap,Install 2 taps nearby,Backlog,,
4447,HaRu16979224,117 Twiga Lane,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4448,KiHa22690224,89 Tripoli Street,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
4449,AmRu13668224,64 Khartoum Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4450,AkRu08606224,19 African Unity Drive,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
4451,KiHa22649224,43 Tripoli Street,Harare,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4452,KiZu31148224,77 Conakry Street,Zuri,Kilimani,river,Drill well,Backlog,,
4453,HaRu19473224,11 Mnyama Dangote Road,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4454,SoRu37736224,67 Kuku Kenyatta Road,Rural,Sokoto,river,Drill well,Backlog,,
4455,AmAm09597224,112 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4456,AmAs10523224,192 Nadi Kijani Lane,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4457,AmAm09576224,24 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4458,HaRu19907224,114 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4459,AkRu06604224,82 Popo Kamuzu Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4460,HaDe16551224,61 Yvonne Chaka Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
4461,KiRu27395224,52 Kaduna Road,Rural,Kilimani,well,Install RO filter,Backlog,,
4462,SoRu36577224,103 Machel Lane,Rural,Sokoto,river,Drill well,Backlog,,
4463,SoRu37675224,33 Tausi Lumumba Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
4464,AkRu02807224,107 Nia Lane,Rural,Akatsi,well,Install RO filter,Backlog,,
4465,SoRu34780224,113 Simba Road,Rural,Sokoto,shared_tap,Install 3 taps nearby,Backlog,,
4466,KiRu28594224,47 Ndege Khama Drive,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4467,HaRu18327224,3 Bamako Avenue,Rural,Hawassa,well,Install RO filter,Backlog,,
4468,HaRu18382224,62 Harare Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4469,HaRu18309224,66 Bamako Avenue,Rural,Hawassa,well,Install RO filter,Backlog,,
4470,SoRu36402224,67 Nkrumah Road,Rural,Sokoto,river,Drill well,Backlog,,
4471,AkRu03607224,74 Koinange Street,Rural,Akatsi,river,Drill well,Backlog,,
4472,KiRu28955224,145 Ziwa La Kioo Road,Rural,Kilimani,well,Install RO filter,Backlog,,
4473,AmAm09687224,41 Ziwa Mzuri Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4474,KiRu25810224,80 Acacia Lane,Rural,Kilimani,well,Install RO filter,Backlog,,
4475,KiRu30188224,113 Burna Boy Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4476,HaRu17659224,110 Constantine Road,Rural,Hawassa,shared_tap,Install 5 taps nearby,Backlog,,
4477,SoRu35254224,15 Nile Street,Rural,Sokoto,river,Drill well,Backlog,,
4478,AmPw12474224,140 Jengo Street,Pwani,Amanzi,well,Install UV and RO filter,Backlog,,
4479,AmAb09100224,108 Kinshasa Road,Abidjan,Amanzi,shared_tap,Install 8 taps nearby,Backlog,,
4480,SoRu36016224,191 Seychelles Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
4481,HaRu19878224,9 Chanzo Cha Furaha Road,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
4482,KiRu29342224,2 Pwani Ya Utulivu Drive,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4483,SoRu37365224,20 Chui Wangari Drive,Rural,Sokoto,river,Drill well,Backlog,,
4484,SoRu37266224,27 Kofi Annan Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
4485,KiRu29998224,121 Special Star Road,Rural,Kilimani,river,Drill well,Backlog,,
4486,SoIl33038224,88 Cape Verde Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
4487,AmPw12297224,4 Zuri Place,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4488,AmAm09877224,62 Afro Jazz Street,Amina,Amanzi,well,Install UV and RO filter,Backlog,,
4489,SoRu34753224,60 Simba Road,Rural,Sokoto,well,Install RO filter,Backlog,,
4490,AkKi01169224,40 Ziwa Nyeusi Street,Kintampo,Akatsi,well,Install RO filter,Backlog,,
4491,SoRu39460224,184 Angelique Street,Rural,Sokoto,river,Drill well,Backlog,,
4492,AkRu03775224,4 Lumumba Street,Rural,Akatsi,river,Drill well,Backlog,,
4493,AmAs10408224,107 Eto'o Street,Asmara,Amanzi,river,Drill well,Backlog,,
4494,AkRu04469224,88 Antananarivo Road,Rural,Akatsi,well,Install RO filter,Backlog,,
4495,KiZu30747224,32 Banjul Street,Zuri,Kilimani,river,Drill well,Backlog,,
4496,HaRu20504224,153 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4497,SoIl32754224,142 Bahari Tamu Road,Ilanga,Sokoto,river,Drill well,Backlog,,
4498,HaRu19386224,38 Twiga Lumumba Boulevard,Rural,Hawassa,well,Install RO filter,Backlog,,
4499,KiAm22455224,18 Bahari Ya Kupendeza Drive,Amara,Kilimani,well,Install RO filter,Backlog,,
4500,KiHa22749224,193 Tripoli Street,Harare,Kilimani,well,Install RO filter,Backlog,,
4501,KiRu26320224,99 Kimathi Street,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4502,KiRu28613224,24 Ndege Khama Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
4503,AkRu06674224,193 Popo Kamuzu Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4504,HaRu19738224,2 Mlima Tazama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
4505,AmAs10086224,21 Tembo Road,Asmara,Amanzi,river,Drill well,Backlog,,
4506,AmRu15303224,149 Mawimbi Maji Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4507,KiAm21931224,33 Zanzibar Crossing,Amara,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
4508,HaDj16892224,14 Fela Kuti Boulevard,Djenne,Hawassa,well,Install RO filter,Backlog,,
4509,SoRu35323224,64 Nile Street,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
4510,HaRu18558224,91 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4511,AkRu06918224,177 Fisi Nkrumah Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4512,AkRu06100224,11 Simba Road,Rural,Akatsi,river,Drill well,Backlog,,
4513,HaRu20549224,196 Gbenga Adeyinka Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4514,AkHa00266224,45 Miriam Makeba Way,Harare,Akatsi,well,Install RO filter,Backlog,,
4515,AkRu06346224,21 Punda Kagame Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4516,KiRu27498224,34 Soyinka Boulevard,Rural,Kilimani,well,Install RO filter,Backlog,,
4517,KiAm22277224,188 Nguvu Tutu Street,Amara,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4518,AkRu08011224,180 Maji Mema Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
4519,SoRu35748224,125 Mombasa Road,Rural,Sokoto,river,Drill well,Backlog,,
4520,KiRu27987224,67 Duma Leakey Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
4521,AmAs10586224,169 Nadi Kijani Lane,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4522,KiRu28895224,33 Ziwa La Kioo Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4523,AkHa00674224,47 Yvonne Chaka Street,Harare,Akatsi,well,Install RO filter,Backlog,,
4524,SoRu35708224,34 Moroni Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
4525,HaAm16109224,150 Kifaru Lumumba Road,Amina,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4526,AmRu12819224,31 Kilimanjaro Drive,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4527,KiRu29433224,75 Bahari Nyeupe Street,Rural,Kilimani,shared_tap,Install 7 taps nearby,Backlog,,
4528,KiMr24775224,9 Ziwa La Amani Drive,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
4529,KiZu30869224,140 Banjul Street,Zuri,Kilimani,well,Install RO filter,Backlog,,
4530,AkKi01327224,179 Ziwa Nyeusi Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4531,KiZu30828224,101 Banjul Street,Zuri,Kilimani,well,Install RO filter,Backlog,,
4532,SoBa31844224,171 Chura Usman Street,Bahari,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
4533,AkHa00491224,46 Ukingo Mkuu Drive,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
4534,AkRu03128224,54 Asmara Boulevard,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
4535,SoRu39585224,68 Angelique Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
4536,KiIs23744224,95 Cape Coast Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
4537,KiRu25955224,56 Kalahari Avenue,Rural,Kilimani,river,Drill well,Backlog,,
4538,SoRu36901224,156 Ellen Johnson Sirleaf Street,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
4539,KiHa23067224,179 Bujumbura Street,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
4540,SoKo33410224,112 Mlima Wa Hekima Street,Kofi,Sokoto,well,Install RO filter,Backlog,,
4541,KiMr25039224,23 Ziwa La Tumaini Drive,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4542,SoRu36856224,88 Ellen Johnson Sirleaf Street,Rural,Sokoto,river,Drill well,Backlog,,
4543,AkRu07288224,101 Ukingo Wa Jua Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
4544,KiHa23252224,43 Port Said Street,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
4545,SoIl32419224,14 Sfax Street,Ilanga,Sokoto,well,Install UV and RO filter,Backlog,,
4546,SoBa31571224,47 Kwame Nkrumah Street,Bahari,Sokoto,well,Install RO filter,Backlog,,
4547,KiRu30577224,199 Sahara Street,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
4548,AmAm09455224,69 Accra Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4549,KiRu25841224,43 Acacia Lane,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4550,AkRu02857224,6 Nia Lane,Rural,Akatsi,well,Install RO filter,Backlog,,
4551,HaDe16339224,27 Dangote Drive,Deka,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4552,AmAm09353224,57 Zambezi Way,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4553,AkRu06644224,143 Popo Kamuzu Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4554,AkRu08581224,35 African Unity Drive,Rural,Akatsi,river,Drill well,Backlog,,
4555,HaRu18109224,35 Bamenda Boulevard,Rural,Hawassa,river,Drill well,Backlog,,
4556,KiRu30639224,15 Salif Keita Drive,Rural,Kilimani,river,Drill well,Backlog,,
4557,KiRu27896224,41 Nyerere Ndovu Avenue,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4558,AmRu14491224,127 Desmond Tutu Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4559,SoKo33381224,141 Mlima Wa Hekima Street,Kofi,Sokoto,well,Install RO filter,Backlog,,
4560,KiIs23600224,133 Langata Road,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
4561,SoRu35680224,29 Moroni Avenue,Rural,Sokoto,river,Drill well,Backlog,,
4562,KiRu27230224,22 Maseru Road,Rural,Kilimani,river,Drill well,Backlog,,
4563,SoKo33249224,33 Njovu Biko Drive,Kofi,Sokoto,well,Install RO filter,Backlog,,
4564,KiRu26804224,9 N'Djamena Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4565,SoRu39006224,19 Asimbonanga Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
4566,KiRu25898224,11 Kudu Square,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
4567,SoRu34662224,24 Simba Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
4568,AkRu03179224,41 Kigali Place,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
4569,SoMa34118224,30 Yaya Tour̩ Lane,Majengo,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4570,HaRu20495224,56 Gbenga Adeyinka Street,Rural,Hawassa,well,Install RO filter,Backlog,,
4571,KiRu28379224,50 Twiga Kagame Avenue,Rural,Kilimani,river,Drill well,Backlog,,
4572,AkHa00375224,185 Oliver Tambo Street,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
4573,HaDe16338224,44 Dangote Drive,Deka,Hawassa,well,Install RO filter,Backlog,,
4574,SoRu36926224,100 Ellen Johnson Sirleaf Street,Rural,Sokoto,well,Install RO filter,Backlog,,
4575,KiRu26899224,171 Zanzibar Street,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
4576,HaRu19341224,25 Kiboko Nkrumah Lane,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4577,SoRu35432224,2 Mandela Drive,Rural,Sokoto,river,Drill well,Backlog,,
4578,HaRu20164224,126 Milima Kali Street,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
4579,HaZa21635224,8 Serengeti Court,Zanzibar,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4580,KiZu30933224,173 Yaounde Street,Zuri,Kilimani,river,Drill well,Backlog,,
4581,AkRu07453224,58 Bahari Ya Kunata Avenue,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
4582,AkRu08831224,3 Ladysmith Black Street,Rural,Akatsi,shared_tap,Install 3 taps nearby,Backlog,,
4583,KiRu29592224,102 Bahari Nyeupe Street,Rural,Kilimani,shared_tap,Install 6 taps nearby,Backlog,,
4584,AkRu08410224,63 African Skies Street,Rural,Akatsi,well,Install RO filter,Backlog,,
4585,HaZa21888224,49 Miriam Makeba Drive,Zanzibar,Hawassa,well,Install RO filter,Backlog,,
4586,KiZu30950224,42 Yaounde Street,Zuri,Kilimani,shared_tap,Install 2 taps nearby,Backlog,,
4587,HaAm15968224,192 Garang Street,Amina,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
4588,AmRu13592224,66 Casablanca Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
